 RADAR_ALT    ,ALT          ,PITCH_ATT    ,MAG_HEADING  ,ROLL_ATT     ,PITCH RATE   ,ROLL RATE    ,RATE_OF_CLIMB,LONG_CYC_POS ,PEDAL_POS    ,PWR_LEVER    ,LAT_CYC_POS  ,LTM_CMD_POS  ,FLAP_POS     ,RTR2_MAST_TRQ,RTR1_MAST_TRQ,PYL1_CONV_POS,IND_AIRSPEED ,ROTOR2_SPEED ,MSTR_CAUTION ,DGPS_TIME    ,DGPS_LAT     ,DGPS_LON     ,DGPS_HEIGHT  ,DGPS_SOG     ,DGPS_COG     ,DGPS_PDOP    ,DGPS_AGE_DATA,DGPS_ROC     ,
   655., 1248.,  9.28, -22.81,   0.18,  0.004,  1.861,   46., 42.93, 40.73, 45.38, 48.71,  -0.48, 2.7, 67064., 71971., 0.0,138.8, 98.2,0.,193051.00,  3228.18,  9702.87, 386.7,137.2, 346.07,  6.40,  2.,  4.627
   658., 1265.,  9.28, -22.81,   0.31, -0.200,  1.861,   40., 43.17, 40.88, 45.12, 48.54,  -0.26, 2.7, 64262., 74169., 0.1,137.5, 98.3,0.,193051.00,  3228.18,  9702.87, 386.7,137.2, 346.07,  6.40,  2.,  4.627
   655., 1248.,  9.28, -22.81,   0.31, -0.098,  1.444,   40., 42.81, 40.73, 45.38, 48.71,  -0.48, 2.8, 66555., 72410., 0.0,138.4, 98.3,0.,193051.00,  3228.18,  9702.87, 386.7,137.2, 346.07,  6.40,  2.,  4.627
   658., 1265.,  9.15, -22.81,   0.31, -0.200,  1.861,   34., 43.05, 40.88, 45.12, 48.54,  -0.26, 2.7, 61460., 71312., 0.1,138.0, 98.3,0.,193051.00,  3228.18,  9702.87, 386.7,137.2, 346.07,  6.40,  2.,  4.627
   653., 1248.,  9.02, -22.81,   0.44,  0.004,  1.444,   28., 42.93, 40.73, 45.38, 48.88,  -0.48, 2.8, 63498., 79883., 0.0,138.8, 98.2,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   658., 1265.,  9.02, -22.81,   0.44, -0.200,  1.861,   28., 43.05, 40.73, 45.12, 48.54,  -0.26, 2.7, 58403., 78344., 0.1,137.5, 98.2,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1248.,  9.02, -23.16,   0.44, -0.098,  1.444,   22., 42.93, 40.73, 45.38, 48.88,  -0.48, 2.8, 55346., 84058., 0.0,138.8, 98.2,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1282.,  9.02, -22.81,   0.57, -0.301,  1.861,   16., 43.17, 40.73, 45.25, 48.54,  -0.26, 2.7, 56365., 83619., 0.1,138.4, 98.2,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1231.,  9.02, -22.81,   0.57,  0.004,  1.652,   -2., 42.93, 40.73, 45.51, 48.54,  -0.48, 2.8, 54837., 84498., 0.0,139.2, 98.2,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   658., 1282.,  8.89, -22.81,   0.57, -0.098,  2.069,  -14., 42.93, 40.57, 45.25, 48.37,  -0.26, 2.7, 64262., 82520., 0.1,137.5, 98.2,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1248.,  8.89, -23.16,   0.70,  0.105,  1.652,  -20., 42.69, 40.73, 45.51, 48.71,  -0.48, 2.8, 58658., 75927., 0.0,138.4, 98.0,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   658., 1282.,  8.89, -23.16,   0.70, -0.098,  1.652,  -20., 42.44, 40.57, 45.25, 48.37,  -0.26, 2.7, 64772., 71751., 0.1,138.0, 97.9,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1231.,  8.89, -23.16,   0.70,  0.004,  1.236,  -32., 42.32, 40.73, 45.51, 48.71,  -0.48, 2.8, 60696., 75707., 0.0,139.2, 97.9,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1282.,  8.77, -23.16,   0.83, -0.200,  1.027,  -38., 42.32, 40.57, 45.25, 48.37,  -0.26, 2.7, 57894., 74828., 0.1,138.4, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1248.,  8.77, -23.16,   0.83, -0.200,  1.027,  -50., 42.32, 40.73, 45.64, 48.71,  -0.48, 2.8, 55601., 73949., 0.0,138.8, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   655., 1300.,  8.77, -23.16,   0.83, -0.200,  0.819,  -50., 42.32, 40.57, 45.38, 48.37,  -0.26, 2.8, 61969., 75487., 0.1,137.5, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   658., 1248.,  8.64, -23.16,   0.83, -0.301,  0.819,  -44., 42.32, 40.73, 45.64, 48.71,  -0.48, 2.8, 61969., 69993., 0.0,138.0, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   658., 1300.,  8.64, -23.16,   0.83, -0.403,  0.819,  -32., 41.96, 40.57, 45.51, 48.37,  -0.26, 2.8, 60696., 73949., 0.1,138.0, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1248.,  8.51, -23.16,   0.83, -0.607,  0.402,  -20., 41.84, 40.73, 45.64, 48.71,  -0.48, 2.8, 63243., 73290., 0.0,138.4, 97.9,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1300.,  8.51, -23.16,   0.70, -0.607,  0.194,   -8., 41.60, 40.57, 45.51, 48.37,  -0.26, 2.8, 54327., 75048., 0.1,137.5, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1248.,  8.51, -23.16,   0.70, -0.607, -0.015,  -14., 41.72, 40.88, 45.64, 48.71,  -0.48, 2.8, 62988., 74388., 0.1,138.4, 97.9,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1300.,  8.38, -23.51,   0.70, -0.505,  0.611,  -14., 41.60, 40.57, 45.51, 48.54,  -0.26, 2.8, 60441., 73509., 0.1,138.4, 97.7,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   664., 1248.,  8.25, -23.51,   0.70, -0.505, -0.431,  -38., 41.72, 40.88, 45.64, 48.71,  -0.48, 2.8, 61715., 70872., 0.0,139.2, 97.9,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1300.,  8.25, -23.51,   0.57, -0.301,  0.402,  -56., 41.60, 40.57, 45.51, 48.54,  -0.26, 2.8, 58148., 73070., 0.1,138.8, 97.9,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   666., 1265.,  8.25, -23.51,   0.57, -0.200, -0.223,  -74., 41.72, 40.88, 45.64, 48.71,  -0.26, 2.8, 58148., 77026., 0.1,139.2, 98.0,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   661., 1300.,  8.25, -23.51,   0.57, -0.098, -0.015,  -80., 41.60, 40.57, 45.64, 48.54,  -0.48, 2.8, 54072., 74608., 0.1,138.8, 98.0,0.,193052.00,  3228.21,  9702.88, 382.7,138.0, 346.15,  1.70,  1., -4.021
   666., 1265.,  8.25, -23.86,   0.44,  0.004, -0.015,  -80., 41.72, 40.88, 45.64, 48.71,  -0.26, 2.7, 56620., 73290., 0.1,138.4, 98.2,0.,193053.00,  3228.25,  9702.89, 382.3,139.3, 346.47,  1.70,  2., -0.362
   661., 1300.,  8.25, -23.86,   0.44,  0.105,  0.194,  -80., 41.60, 40.57, 45.64, 48.54,  -0.26, 2.8, 62479., 72850., 0.1,138.0, 98.0,0.,193053.00,  3228.25,  9702.89, 382.3,139.3, 346.47,  1.70,  2., -0.362
   664., 1265.,  8.25, -23.51,   0.44, -0.098, -0.223,  -74., 41.72, 40.88, 45.51, 48.71,  -0.26, 2.7, 57639., 76806., 0.1,138.8, 98.3,0.,193053.00,  3228.25,  9702.89, 382.3,139.3, 346.47,  1.70,  2., -0.362
